Origin,Destination,FlightNumber,DepartureDate,bookedPax,capacity,DepartureTime,Lid,adjustedCapacity,tbf_bookings
BLR,GAU,1134,2023-10-14,20,189,10:00,189,189,0
BLR,GAU,1323,2023-10-15,17,189,10:00,189,189,0
BLR,GAU,1134,2023-10-15,22,189,10:00,189,189,0
BLR,GAU,1323,2023-10-16,9,189,10:00,189,189,0
BLR,GAU,1134,2023-10-16,0,189,10:00,189,189,0
BLR,GAU,1134,2023-10-17,0,189,10:00,189,189,0
BLR,GAU,1323,2023-10-17,14,189,10:00,189,189,0
BLR,GAU,1323,2023-10-18,35,189,10:00,189,189,0
BLR,GAU,1134,2023-10-18,9,189,10:00,189,189,0
BLR,GAU,1134,2023-10-19,9,189,10:00,189,189,0
BLR,GAU,1323,2023-10-19,11,189,10:00,189,189,0
BLR,GAU,1323,2023-10-20,3,189,10:00,189,189,0
BLR,GAU,1134,2023-10-20,20,189,10:00,189,189,0
BLR,GAU,1134,2023-10-21,15,189,10:00,189,189,0
BLR,GAU,1323,2023-10-21,13,189,10:00,189,189,0
BLR,GAU,1323,2023-10-22,1,189,10:00,189,189,0
BLR,GAU,1134,2023-10-22,6,189,10:00,189,189,0
BLR,GAU,1323,2023-10-23,0,189,10:00,189,189,0
BLR,GAU,1134,2023-10-23,0,189,10:00,189,189,0
BLR,GAU,1323,2023-10-24,1,189,10:00,189,189,0
BLR,GAU,1134,2023-10-24,31,189,10:00,189,189,0
BLR,GAU,1134,2023-10-25,7,189,10:00,189,189,0
BLR,GAU,1323,2023-10-25,3,189,10:00,189,189,0
BLR,GAU,1323,2023-10-26,0,189,10:00,189,189,0
BLR,GAU,1134,2023-10-26,3,189,10:00,189,189,0
BLR,GAU,1134,2023-10-27,0,189,10:00,189,189,0
BLR,GAU,1323,2023-10-27,2,189,10:00,189,189,0
BLR,GAU,1323,2023-10-28,0,189,10:00,189,189,0
BLR,GAU,1134,2023-10-28,0,189,10:00,189,189,0
BLR,GAU,1134,2023-10-29,2,189,10:00,189,189,0
BLR,GAU,1323,2023-10-29,11,189,10:00,189,189,0
BLR,GAU,1323,2023-10-30,4,189,10:00,189,189,0
BLR,GAU,1134,2023-10-30,0,189,10:00,189,189,0
BLR,GAU,1323,2023-10-31,2,189,10:00,189,189,0
BLR,GAU,1134,2023-10-31,0,189,10:00,189,189,0
BLR,GAU,1323,2023-11-01,3,189,10:00,189,189,0
BLR,GAU,1134,2023-11-01,2,189,10:00,189,189,0
BLR,GAU,1134,2023-11-02,2,189,10:00,189,189,0
BLR,GAU,1323,2023-11-02,2,189,10:00,189,189,0
BLR,GAU,1323,2023-11-03,2,189,10:00,189,189,0
BLR,GAU,1134,2023-11-03,0,189,10:00,189,189,0
BLR,GAU,1134,2023-11-04,0,189,10:00,189,189,0
BLR,GAU,1323,2023-11-04,4,189,10:00,189,189,0
BLR,GAU,1134,2023-11-05,0,189,10:00,189,189,0
BLR,GAU,1323,2023-11-05,0,189,10:00,189,189,0
BLR,GAU,1323,2023-11-06,0,189,10:00,189,189,0
BLR,GAU,1134,2023-11-06,0,189,10:00,189,189,0
BLR,GAU,1134,2023-11-07,0,189,10:00,189,189,0
BLR,GAU,1323,2023-11-07,0,189,10:00,189,189,0
BLR,GAU,1323,2023-11-08,0,189,10:00,189,189,0
BLR,GAU,1134,2023-11-08,0,189,10:00,189,189,0
BLR,GAU,1323,2023-11-09,1,189,10:00,189,189,0
BLR,GAU,1134,2023-11-09,30,189,10:00,189,189,0
BLR,GAU,1134,2023-11-10,22,189,10:00,189,189,0
BLR,GAU,1323,2023-11-10,12,189,10:00,189,189,0
BLR,GAU,1323,2023-11-11,2,189,10:00,189,189,0
BLR,GAU,1134,2023-11-11,20,189,10:00,189,189,0
BLR,GAU,1134,2023-11-12,0,189,10:00,189,189,0
BLR,GAU,1323,2023-11-12,0,189,10:00,189,189,0
BLR,GAU,1134,2023-11-13,0,189,10:00,189,189,0
BLR,GAU,1323,2023-11-13,1,189,10:00,189,189,0
BLR,GAU,1323,2023-11-14,0,189,10:00,189,189,0
BLR,GAU,1134,2023-11-14,0,189,10:00,189,189,0
BLR,GAU,1134,2023-11-15,0,189,10:00,189,189,0
BLR,GAU,1323,2023-11-15,0,189,10:00,189,189,0
BLR,GAU,1323,2023-11-16,6,189,10:00,189,189,0
BLR,GAU,1134,2023-11-16,0,189,10:00,189,189,0
BLR,GAU,1134,2023-11-17,3,189,10:00,189,189,0
BLR,GAU,1323,2023-11-17,2,189,10:00,189,189,0
BLR,GAU,1323,2023-11-18,1,189,10:00,189,189,0
BLR,GAU,1134,2023-11-18,0,189,10:00,189,189,0
BLR,GAU,1134,2023-11-19,0,189,10:00,189,189,0
BLR,GAU,1323,2023-11-19,0,189,10:00,189,189,0
BLR,GAU,1323,2023-11-20,0,189,10:00,189,189,0
BLR,GAU,1134,2023-11-20,0,189,10:00,189,189,0
BLR,GAU,1323,2023-11-21,0,189,10:00,189,189,0
BLR,GAU,1134,2023-11-21,0,189,10:00,189,189,0
BLR,GAU,1323,2023-11-22,0,189,10:00,189,189,0
BLR,GAU,1134,2023-11-22,0,189,10:00,189,189,0
BLR,GAU,1134,2023-11-23,0,189,10:00,189,189,0
BLR,GAU,1323,2023-11-23,3,189,10:00,189,189,0
BLR,GAU,1323,2023-11-24,6,189,10:00,189,189,0
BLR,GAU,1134,2023-11-24,3,189,10:00,189,189,0
BLR,GAU,1134,2023-11-25,0,189,10:00,189,189,0
BLR,GAU,1323,2023-11-25,3,189,10:00,189,189,0
BLR,GAU,1323,2023-11-26,0,189,10:00,189,189,0
BLR,GAU,1134,2023-11-26,0,189,10:00,189,189,0
BLR,GAU,1134,2023-11-27,0,189,10:00,189,189,0
BLR,GAU,1323,2023-11-27,4,189,10:00,189,189,0
BLR,GAU,1323,2023-11-28,0,189,10:00,189,189,0
BLR,GAU,1134,2023-11-28,2,189,10:00,189,189,0
BLR,GAU,1323,2023-11-29,0,189,10:00,189,189,0
BLR,GAU,1134,2023-11-29,0,189,10:00,189,189,0
BLR,GAU,1323,2023-11-30,10,189,10:00,189,189,0
BLR,GAU,1134,2023-11-30,0,189,10:00,189,189,0
BLR,GAU,1134,2023-12-01,0,189,10:00,189,189,0
BLR,GAU,1323,2023-12-01,0,189,10:00,189,189,0
BLR,GAU,1323,2023-12-02,10,189,10:00,189,189,0
BLR,GAU,1134,2023-12-02,0,189,10:00,189,189,0
BLR,GAU,1323,2023-12-03,10,189,10:00,189,189,0
BLR,GAU,1134,2023-12-03,0,189,10:00,189,189,0
BLR,GAU,1323,2023-12-04,10,189,10:00,189,189,0
BLR,GAU,1134,2023-12-04,0,189,10:00,189,189,0
BLR,GAU,1134,2023-12-05,0,189,10:00,189,189,0
BLR,GAU,1323,2023-12-05,10,189,10:00,189,189,0
BLR,GAU,1323,2023-12-06,18,189,10:00,189,189,0
BLR,GAU,1134,2023-12-06,0,189,10:00,189,189,0
BLR,GAU,1134,2023-12-07,0,189,10:00,189,189,0
BLR,GAU,1323,2023-12-07,10,189,10:00,189,189,0
BLR,GAU,1323,2023-12-08,10,189,10:00,189,189,0
BLR,GAU,1134,2023-12-08,0,189,10:00,189,189,0
BLR,GAU,1134,2023-12-09,0,189,10:00,189,189,0
BLR,GAU,1323,2023-12-09,11,189,10:00,189,189,0
BLR,GAU,1323,2023-12-10,12,189,10:00,189,189,0
BLR,GAU,1134,2023-12-10,0,189,10:00,189,189,0
BLR,GAU,1134,2023-12-11,0,189,10:00,189,189,0
BLR,GAU,1323,2023-12-11,10,189,10:00,189,189,0
BLR,GAU,1323,2023-12-12,10,189,10:00,189,189,0
BLR,GAU,1134,2023-12-12,0,189,10:00,189,189,0
BLR,GAU,1134,2023-12-13,0,189,10:00,189,189,0
BLR,GAU,1323,2023-12-13,14,189,10:00,189,189,0
BLR,GAU,1323,2023-12-14,2,189,10:00,189,189,0
BLR,GAU,1134,2023-12-14,0,189,10:00,189,189,0
BLR,GAU,1134,2023-12-15,0,189,10:00,189,189,0
BLR,GAU,1323,2023-12-15,0,189,10:00,189,189,0
BLR,GAU,1323,2023-12-16,0,189,10:00,189,189,0
BLR,GAU,1134,2023-12-16,0,189,10:00,189,189,0
BLR,GAU,1134,2023-12-17,0,189,10:00,189,189,0
BLR,GAU,1323,2023-12-17,1,189,10:00,189,189,0
BLR,GAU,1323,2023-12-18,0,189,10:00,189,189,0
BLR,GAU,1134,2023-12-18,0,189,10:00,189,189,0
BLR,GAU,1134,2023-12-19,0,189,10:00,189,189,0
BLR,GAU,1323,2023-12-19,0,189,10:00,189,189,0
BLR,GAU,1323,2023-12-20,3,189,10:00,189,189,0
BLR,GAU,1134,2023-12-20,1,189,10:00,189,189,0
BLR,GAU,1134,2023-12-21,0,189,10:00,189,189,0
BLR,GAU,1323,2023-12-21,6,189,10:00,189,189,0
BLR,GAU,1323,2023-12-22,19,189,10:00,189,189,0
BLR,GAU,1134,2023-12-22,0,189,10:00,189,189,0
BLR,GAU,1134,2023-12-23,6,189,10:00,189,189,0
BLR,GAU,1323,2023-12-23,30,189,10:00,189,189,0
BLR,GAU,1134,2023-12-24,1,189,10:00,189,189,0
BLR,GAU,1323,2023-12-24,23,189,10:00,189,189,0
BLR,GAU,1323,2023-12-25,0,189,10:00,189,189,0
BLR,GAU,1134,2023-12-25,0,189,10:00,189,189,0
BLR,GAU,1134,2023-12-26,0,189,10:00,189,189,0
BLR,GAU,1323,2023-12-26,1,189,10:00,189,189,0
BLR,GAU,1323,2023-12-27,0,189,10:00,189,189,0
BLR,GAU,1134,2023-12-27,0,189,10:00,189,189,0
BLR,GAU,1134,2023-12-28,0,189,10:00,189,189,0
BLR,GAU,1323,2023-12-28,0,189,10:00,189,189,0
BLR,GAU,1323,2023-12-29,0,189,10:00,189,189,0
BLR,GAU,1134,2023-12-29,0,189,10:00,189,189,0
BLR,GAU,1134,2023-12-30,0,189,10:00,189,189,0
BLR,GAU,1323,2023-12-30,0,189,10:00,189,189,0
BLR,GAU,1323,2023-12-31,1,189,10:00,189,189,0
BLR,GAU,1134,2023-12-31,0,189,10:00,189,189,0
BLR,GAU,1323,2024-01-01,0,189,10:00,189,189,0
BLR,GAU,1134,2024-01-01,0,189,10:00,189,189,0
BLR,GAU,1323,2024-01-02,0,189,10:00,189,189,0
BLR,GAU,1134,2024-01-02,0,189,10:00,189,189,0
BLR,GAU,1134,2024-01-03,0,189,10:00,189,189,0
BLR,GAU,1323,2024-01-03,0,189,10:00,189,189,0
BLR,GAU,1323,2024-01-04,0,189,10:00,189,189,0
BLR,GAU,1134,2024-01-04,0,189,10:00,189,189,0
BLR,GAU,1323,2024-01-05,0,189,10:00,189,189,0
BLR,GAU,1134,2024-01-05,0,189,10:00,189,189,0
BLR,GAU,1323,2024-01-06,0,189,10:00,189,189,0
BLR,GAU,1134,2024-01-06,0,189,10:00,189,189,0
BLR,GAU,1134,2024-01-07,0,189,10:00,189,189,0
BLR,GAU,1323,2024-01-07,0,189,10:00,189,189,0
BLR,GAU,1323,2024-01-08,0,189,10:00,189,189,0
BLR,GAU,1134,2024-01-08,0,189,10:00,189,189,0
BLR,GAU,1323,2024-01-09,0,189,10:00,189,189,0
BLR,GAU,1134,2024-01-09,0,189,10:00,189,189,0
BLR,GAU,1323,2024-01-10,0,189,10:00,189,189,0
BLR,GAU,1134,2024-01-10,0,189,10:00,189,189,0
BLR,GAU,1134,2024-01-11,0,189,10:00,189,189,0
BLR,GAU,1323,2024-01-11,0,189,10:00,189,189,0
BLR,GAU,1323,2024-01-12,0,189,10:00,189,189,0
BLR,GAU,1134,2024-01-12,0,189,10:00,189,189,0
BLR,GAU,1323,2024-01-13,0,189,10:00,189,189,0
BLR,GAU,1134,2024-01-13,0,189,10:00,189,189,0
BLR,GAU,1323,2024-01-14,0,189,10:00,189,189,0
BLR,GAU,1134,2024-01-14,0,189,10:00,189,189,0
BLR,GAU,1134,2024-01-15,0,189,10:00,189,189,0
BLR,GAU,1323,2024-01-15,0,189,10:00,189,189,0
BLR,GAU,1323,2024-01-16,0,189,10:00,189,189,0
BLR,GAU,1134,2024-01-16,0,189,10:00,189,189,0
BLR,GAU,1323,2024-01-17,0,189,10:00,189,189,0
BLR,GAU,1134,2024-01-17,0,189,10:00,189,189,0
BLR,GAU,1323,2024-01-18,0,189,10:00,189,189,0
BLR,GAU,1134,2024-01-18,0,189,10:00,189,189,0
BLR,GAU,1134,2024-01-19,0,189,10:00,189,189,0
BLR,GAU,1323,2024-01-19,0,189,10:00,189,189,0
BLR,GAU,1323,2024-01-20,0,189,10:00,189,189,0
BLR,GAU,1134,2024-01-20,0,189,10:00,189,189,0
BLR,GAU,1323,2024-01-21,0,189,10:00,189,189,0
BLR,GAU,1134,2024-01-21,0,189,10:00,189,189,0
BLR,GAU,1323,2024-01-22,0,189,10:00,189,189,0
BLR,GAU,1134,2024-01-22,0,189,10:00,189,189,0
BLR,GAU,1134,2024-01-23,0,189,10:00,189,189,0
BLR,GAU,1323,2024-01-23,0,189,10:00,189,189,0
BLR,GAU,1323,2024-01-24,0,189,10:00,189,189,0
BLR,GAU,1134,2024-01-24,0,189,10:00,189,189,0
BLR,GAU,1134,2024-01-25,1,189,10:00,189,189,0
BLR,GAU,1323,2024-01-25,0,189,10:00,189,189,0
BLR,GAU,1323,2024-01-26,0,189,10:00,189,189,0
BLR,GAU,1134,2024-01-26,0,189,10:00,189,189,0
BLR,GAU,1134,2024-01-27,0,189,10:00,189,189,0
BLR,GAU,1323,2024-01-27,0,189,10:00,189,189,0
BLR,GAU,1323,2024-01-28,0,189,10:00,189,189,0
BLR,GAU,1134,2024-01-28,0,189,10:00,189,189,0
BLR,GAU,1323,2024-01-29,0,189,10:00,189,189,0
BLR,GAU,1134,2024-01-29,0,189,10:00,189,189,0
BLR,GAU,1323,2024-01-30,0,189,10:00,189,189,0
BLR,GAU,1134,2024-01-30,0,189,10:00,189,189,0
BLR,GAU,1134,2024-01-31,0,189,10:00,189,189,0
BLR,GAU,1323,2024-01-31,0,189,10:00,189,189,0
BOM,DEL,1117,2023-08-01,0,174,10:00,174,174,0
BOM,DEL,1127,2023-08-01,10,189,10:00,189,189,0
BOM,DEL,1127,2023-08-02,10,189,10:00,189,189,0
BOM,DEL,1117,2023-08-02,0,174,10:00,174,174,0
BOM,DEL,1117,2023-08-03,0,174,10:00,174,174,0
BOM,DEL,1127,2023-08-03,10,189,10:00,189,189,0
BOM,DEL,1127,2023-08-04,10,189,10:00,189,189,0
BOM,DEL,1117,2023-08-04,0,174,10:00,174,174,0
BOM,DEL,1117,2023-08-05,0,174,10:00,174,174,0
BOM,DEL,1127,2023-08-05,10,189,10:00,189,189,0
BOM,DEL,1117,2023-08-06,0,174,10:00,174,174,0
BOM,DEL,1127,2023-08-06,10,189,10:00,189,189,0
BOM,DEL,1117,2023-08-07,0,174,10:00,174,174,0
BOM,DEL,1127,2023-08-07,10,189,10:00,189,189,0
BOM,DEL,1127,2023-08-08,10,189,10:00,189,189,0
BOM,DEL,1117,2023-08-08,0,174,10:00,174,174,0
BOM,DEL,1117,2023-08-09,0,174,10:00,174,174,0
BOM,DEL,1127,2023-08-09,10,189,10:00,189,189,0
BOM,DEL,1127,2023-08-10,10,189,10:00,189,189,0
BOM,DEL,1117,2023-08-10,0,174,10:00,174,174,0
BOM,DEL,1117,2023-08-11,0,174,10:00,174,174,0
BOM,DEL,1127,2023-08-11,0,189,10:00,189,189,0
BOM,DEL,1127,2023-08-12,29,189,10:00,189,189,0
BOM,DEL,1117,2023-08-12,0,174,10:00,174,174,0
BOM,DEL,1117,2023-08-13,0,174,10:00,174,174,0
BOM,DEL,1127,2023-08-13,0,189,10:00,189,189,0
BOM,DEL,1117,2023-08-14,0,174,10:00,174,174,0
BOM,DEL,1127,2023-08-14,0,189,10:00,189,189,0
BOM,DEL,1127,2023-08-15,2,189,10:00,189,189,0
BOM,DEL,1117,2023-08-15,0,174,10:00,174,174,0
BOM,DEL,1127,2023-08-16,0,189,10:00,189,189,0
BOM,DEL,1117,2023-08-16,0,174,10:00,174,174,0
BOM,DEL,1117,2023-08-17,0,174,10:00,174,174,0
BOM,DEL,1127,2023-08-17,6,189,10:00,189,189,0
BOM,DEL,1127,2023-08-18,0,189,10:00,189,189,0
BOM,DEL,1117,2023-08-18,0,174,10:00,174,174,0
BOM,DEL,1117,2023-08-19,0,174,10:00,174,174,0
BOM,DEL,1127,2023-08-19,0,189,10:00,189,189,0
BOM,DEL,1127,2023-08-20,0,189,10:00,189,189,0
BOM,DEL,1117,2023-08-20,0,174,10:00,174,174,0
BOM,DEL,1117,2023-08-21,0,174,10:00,174,174,0
BOM,DEL,1127,2023-08-21,1,189,10:00,189,189,0
BOM,DEL,1127,2023-08-22,0,189,10:00,189,189,0
BOM,DEL,1117,2023-08-22,0,174,10:00,174,174,0
BOM,DEL,1117,2023-08-23,0,174,10:00,174,174,0
BOM,DEL,1127,2023-08-23,0,189,10:00,189,189,0
BOM,DEL,1127,2023-08-24,0,189,10:00,189,189,0
BOM,DEL,1117,2023-08-24,0,174,10:00,174,174,0
BOM,DEL,1117,2023-08-25,0,174,10:00,174,174,0
BOM,DEL,1127,2023-08-25,1,189,10:00,189,189,0
BOM,DEL,1117,2023-08-26,0,174,10:00,174,174,0
BOM,DEL,1127,2023-08-26,30,189,10:00,189,189,0
BOM,DEL,1117,2023-08-27,0,174,10:00,174,174,0
BOM,DEL,1127,2023-08-27,1,189,10:00,189,189,0
BOM,DEL,1127,2023-08-28,0,189,10:00,189,189,0
BOM,DEL,1117,2023-08-28,0,174,10:00,174,174,0
BOM,DEL,1117,2023-08-29,0,174,10:00,174,174,0
BOM,DEL,1127,2023-08-29,4,189,10:00,189,189,0
BOM,DEL,1127,2023-08-30,0,189,10:00,189,189,0
BOM,DEL,1117,2023-08-30,0,174,10:00,174,174,0
BOM,DEL,1117,2023-08-31,0,174,10:00,174,174,0
BOM,DEL,1127,2023-08-31,40,200,10:00,200,200,0
BOM,DEL,1127,2023-09-01,40,200,10:00,200,200,0
BOM,DEL,1117,2023-09-01,0,174,10:00,174,174,0
BOM,DEL,1117,2023-09-02,0,174,10:00,174,174,0
BOM,DEL,1127,2023-09-02,40,200,10:00,200,200,0
BOM,DEL,1117,2023-09-03,0,174,10:00,174,174,0
BOM,DEL,1127,2023-09-03,40,200,10:00,200,200,0
BOM,DEL,1127,2023-09-04,40,200,10:00,200,200,0
BOM,DEL,1117,2023-09-04,0,174,10:00,174,174,0
BOM,DEL,1117,2023-09-05,0,174,10:00,174,174,0
BOM,DEL,1127,2023-09-05,0,174,10:00,174,174,0
BOM,DEL,1117,2023-09-06,0,174,10:00,174,174,0
BOM,DEL,1127,2023-09-06,1,174,10:00,174,174,0
BOM,DEL,1127,2023-09-07,0,174,10:00,174,174,0
BOM,DEL,1117,2023-09-07,0,174,10:00,174,174,0
BOM,DEL,1117,2023-09-08,0,174,10:00,174,174,0
BOM,DEL,1127,2023-09-08,3,174,10:00,174,174,0
BOM,DEL,1127,2023-09-09,29,174,10:00,174,174,0
BOM,DEL,1117,2023-09-09,0,174,10:00,174,174,0
BOM,DEL,1117,2023-09-10,0,174,10:00,174,174,0
BOM,DEL,1127,2023-09-10,1,174,10:00,174,174,0
BOM,DEL,1127,2023-09-11,0,174,10:00,174,174,0
BOM,DEL,1117,2023-09-11,0,174,10:00,174,174,0
BOM,DEL,1117,2023-09-12,0,174,10:00,174,174,0
BOM,DEL,1127,2023-09-12,0,174,10:00,174,174,0
BOM,DEL,1117,2023-09-13,0,174,10:00,174,174,0
BOM,DEL,1127,2023-09-13,0,174,10:00,174,174,0
BOM,DEL,1127,2023-09-14,2,174,10:00,174,174,0
BOM,DEL,1117,2023-09-14,0,174,10:00,174,174,0
BOM,DEL,1117,2023-09-15,0,174,10:00,174,174,0
BOM,DEL,1127,2023-09-15,2,174,10:00,174,174,0
BOM,DEL,1127,2023-09-16,0,174,10:00,174,174,0
BOM,DEL,1117,2023-09-16,0,174,10:00,174,174,0
BOM,DEL,1127,2023-09-17,3,174,10:00,174,174,0
BOM,DEL,1117,2023-09-17,0,174,10:00,174,174,0
BOM,DEL,1127,2023-09-18,0,174,10:00,174,174,0
BOM,DEL,1117,2023-09-18,0,174,10:00,174,174,0
BOM,DEL,1117,2023-09-19,0,174,10:00,174,174,0
BOM,DEL,1127,2023-09-19,0,174,10:00,174,174,0
BOM,DEL,1117,2023-09-20,0,174,10:00,174,174,0
BOM,DEL,1127,2023-09-20,4,174,10:00,174,174,0
BOM,DEL,1117,2023-09-21,0,174,10:00,174,174,0
BOM,DEL,1127,2023-09-21,0,174,10:00,174,174,0
BOM,DEL,1117,2023-09-22,0,174,10:00,174,174,0
BOM,DEL,1127,2023-09-22,0,174,10:00,174,174,0
BOM,DEL,1117,2023-09-23,0,174,10:00,174,174,0
BOM,DEL,1127,2023-09-23,7,174,10:00,174,174,0
BOM,DEL,1117,2023-09-24,0,174,10:00,174,174,0
BOM,DEL,1127,2023-09-24,29,174,10:00,174,174,0
BOM,DEL,1117,2023-09-25,0,174,10:00,174,174,0
BOM,DEL,1127,2023-09-25,0,174,10:00,174,174,0
BOM,DEL,1117,2023-09-26,0,174,10:00,174,174,0
BOM,DEL,1127,2023-09-26,0,174,10:00,174,174,0
BOM,DEL,1117,2023-09-27,0,174,10:00,174,174,0
BOM,DEL,1127,2023-09-27,0,174,10:00,174,174,0
BOM,DEL,1127,2023-09-28,0,174,10:00,174,174,0
BOM,DEL,1117,2023-09-28,0,174,10:00,174,174,0
BOM,DEL,1117,2023-09-29,0,174,10:00,174,174,0
BOM,DEL,1127,2023-09-29,0,174,10:00,174,174,0
BOM,DEL,1117,2023-09-30,0,174,10:00,174,174,0
BOM,DEL,1127,2023-09-30,29,174,10:00,174,174,0
BOM,DEL,1117,2023-10-01,0,174,10:00,174,174,0
BOM,DEL,1127,2023-10-01,0,174,10:00,174,174,0
BOM,DEL,1127,2023-10-02,0,174,10:00,174,174,0
BOM,DEL,1117,2023-10-02,0,174,10:00,174,174,0
BOM,DEL,1117,2023-10-03,0,174,10:00,174,174,0
BOM,DEL,1127,2023-10-03,0,174,10:00,174,174,0
BOM,DEL,1117,2023-10-04,0,174,10:00,174,174,0
BOM,DEL,1127,2023-10-04,0,174,10:00,174,174,0
BOM,DEL,1117,2023-10-05,0,174,10:00,174,174,0
BOM,DEL,1127,2023-10-05,0,174,10:00,174,174,0
BOM,DEL,1127,2023-10-06,0,174,10:00,174,174,0
BOM,DEL,1117,2023-10-06,0,174,10:00,174,174,0
BOM,DEL,1127,2023-10-07,0,174,10:00,174,174,0
BOM,DEL,1117,2023-10-07,0,174,10:00,174,174,0
BOM,DEL,1127,2023-10-08,0,174,10:00,174,174,0
BOM,DEL,1117,2023-10-08,0,174,10:00,174,174,0
BOM,DEL,1117,2023-10-09,0,174,10:00,174,174,0
BOM,DEL,1127,2023-10-09,0,174,10:00,174,174,0
BOM,DEL,1127,2023-10-10,0,174,10:00,174,174,0
BOM,DEL,1117,2023-10-10,0,174,10:00,174,174,0
BOM,DEL,1117,2023-10-11,0,174,10:00,174,174,0
BOM,DEL,1127,2023-10-11,0,174,10:00,174,174,0
BOM,DEL,1127,2023-10-12,0,174,10:00,174,174,0
BOM,DEL,1117,2023-10-12,0,174,10:00,174,174,0
BOM,DEL,1117,2023-10-13,0,174,10:00,174,174,0
BOM,DEL,1127,2023-10-13,0,174,10:00,174,174,0
BOM,DEL,1117,2023-10-14,0,174,10:00,174,174,0
BOM,DEL,1127,2023-10-14,0,174,10:00,174,174,0
BOM,DEL,1117,2023-10-15,0,174,10:00,174,174,0
BOM,DEL,1127,2023-10-15,0,174,10:00,174,174,0
BOM,DEL,1127,2023-10-16,1,174,10:00,174,174,0
BOM,DEL,1117,2023-10-16,0,174,10:00,174,174,0
BOM,DEL,1117,2023-10-17,0,174,10:00,174,174,0
BOM,DEL,1127,2023-10-17,0,174,10:00,174,174,0
BOM,DEL,1127,2023-10-18,0,174,10:00,174,174,0
BOM,DEL,1117,2023-10-18,0,174,10:00,174,174,0
BOM,DEL,1117,2023-10-19,0,174,10:00,174,174,0
BOM,DEL,1127,2023-10-19,0,174,10:00,174,174,0
BOM,DEL,1117,2023-10-20,0,174,10:00,174,174,0
BOM,DEL,1127,2023-10-20,0,174,10:00,174,174,0
BOM,DEL,1117,2023-10-21,0,174,10:00,174,174,0
BOM,DEL,1127,2023-10-21,0,174,10:00,174,174,0
BOM,DEL,1127,2023-10-22,0,174,10:00,174,174,0
BOM,DEL,1117,2023-10-22,0,174,10:00,174,174,0
BOM,DEL,1117,2023-10-23,0,174,10:00,174,174,0
BOM,DEL,1127,2023-10-23,0,174,10:00,174,174,0
BOM,DEL,1117,2023-10-24,0,174,10:00,174,174,0
BOM,DEL,1127,2023-10-24,0,174,10:00,174,174,0
BOM,DEL,1117,2023-10-25,0,174,10:00,174,174,0
BOM,DEL,1127,2023-10-25,0,174,10:00,174,174,0
BOM,DEL,1127,2023-10-26,0,174,10:00,174,174,0
BOM,DEL,1117,2023-10-26,0,174,10:00,174,174,0
BOM,DEL,1127,2023-10-27,0,174,10:00,174,174,0
BOM,DEL,1117,2023-10-27,0,174,10:00,174,174,0
BOM,DEL,1127,2023-10-28,0,174,10:00,174,174,0
BOM,DEL,1117,2023-10-28,0,174,10:00,174,174,0
BOM,DEL,1117,2023-10-29,0,174,10:00,174,174,0
BOM,DEL,1127,2023-10-29,0,174,10:00,174,174,0
BOM,DEL,1127,2023-10-30,0,174,10:00,174,174,0
BOM,DEL,1117,2023-10-30,0,174,10:00,174,174,0
BOM,DEL,1117,2023-10-31,0,174,10:00,174,174,0
BOM,DEL,1127,2023-10-31,1,174,10:00,174,174,0
BOM,DEL,1117,2023-11-01,0,174,10:00,174,174,0
BOM,DEL,1127,2023-11-01,0,174,10:00,174,174,0
BOM,DEL,1117,2023-11-02,0,174,10:00,174,174,0
BOM,DEL,1127,2023-11-02,0,174,10:00,174,174,0
BOM,DEL,1117,2023-11-03,0,174,10:00,174,174,0
BOM,DEL,1127,2023-11-03,6,174,10:00,174,174,0
BOM,DEL,1117,2023-11-04,0,174,10:00,174,174,0
BOM,DEL,1127,2023-11-04,0,174,10:00,174,174,0
BOM,DEL,1117,2023-11-05,0,174,10:00,174,174,0
BOM,DEL,1127,2023-11-05,0,174,10:00,174,174,0
BOM,DEL,1127,2023-11-06,0,174,10:00,174,174,0
BOM,DEL,1117,2023-11-06,0,174,10:00,174,174,0
BOM,DEL,1117,2023-11-07,0,174,10:00,174,174,0
BOM,DEL,1127,2023-11-07,0,174,10:00,174,174,0
BOM,DEL,1127,2023-11-08,0,174,10:00,174,174,0
BOM,DEL,1117,2023-11-08,0,174,10:00,174,174,0
BOM,DEL,1117,2023-11-09,0,174,10:00,174,174,0
BOM,DEL,1127,2023-11-09,0,174,10:00,174,174,0
BOM,DEL,1127,2023-11-10,0,174,10:00,174,174,0
BOM,DEL,1117,2023-11-10,0,174,10:00,174,174,0
BOM,DEL,1117,2023-11-11,0,174,10:00,174,174,0
BOM,DEL,1127,2023-11-11,0,174,10:00,174,174,0
BOM,DEL,1127,2023-11-12,5,174,10:00,174,174,0
BOM,DEL,1117,2023-11-12,0,174,10:00,174,174,0
BOM,DEL,1127,2023-11-13,0,174,10:00,174,174,0
BOM,DEL,1117,2023-11-13,0,174,10:00,174,174,0
BOM,DEL,1127,2023-11-14,0,174,10:00,174,174,0
BOM,DEL,1117,2023-11-14,0,174,10:00,174,174,0
BOM,DEL,1117,2023-11-15,0,174,10:00,174,174,0
BOM,DEL,1127,2023-11-15,0,174,10:00,174,174,0
BOM,DEL,1127,2023-11-16,1,174,10:00,174,174,0
BOM,DEL,1117,2023-11-16,0,174,10:00,174,174,0
